LCLid,tstp,energy(kWh/hh)
MAC000146,2013-01-04 09:30:00, 0.202 
MAC000146,2013-01-04 10:00:00, 0.216 
MAC000146,2013-01-04 10:30:00, 0.1 
MAC000146,2013-01-04 11:00:00, 0.046 
MAC000146,2013-01-04 11:30:00, 0.079 
MAC000146,2013-01-04 12:00:00, 0.076 
MAC000146,2013-01-04 12:30:00, 0.06 
MAC000146,2013-01-04 13:00:00, 0.106 
MAC000146,2013-01-04 13:30:00, 0.144 
MAC000146,2013-01-04 14:00:00, 0.09 
MAC000146,2013-01-04 14:30:00, 0.22 
MAC000146,2013-01-04 15:00:00, 0.132 
MAC000146,2013-01-04 15:30:00, 0.058 
MAC000146,2013-01-04 16:00:00, 0.186 
MAC000146,2013-01-04 16:30:00, 0.243 
MAC000146,2013-01-04 17:00:00, 0.247 
MAC000146,2013-01-04 17:30:00, 0.189 
MAC000146,2013-01-04 18:00:00, 0.147 
MAC000146,2013-01-04 18:30:00, 0.903 
MAC000146,2013-01-04 19:00:00, 0.223 
MAC000146,2013-01-04 19:30:00, 0.226 
MAC000146,2013-01-04 20:00:00, 0.145 
MAC000146,2013-01-04 20:30:00, 0.158 
MAC000146,2013-01-04 21:00:00, 0.177 
MAC000146,2013-01-04 21:30:00, 0.161 
MAC000146,2013-01-04 22:00:00, 0.127 
MAC000146,2013-01-04 22:30:00, 0.178 
MAC000146,2013-01-04 23:00:00, 0.157 
MAC000146,2013-01-04 23:30:00, 0.189 
MAC000146,2013-01-05 00:00:00, 0.117 
MAC000146,2013-01-05 00:30:00, 0.082 
MAC000146,2013-01-05 01:00:00, 0.083 
MAC000146,2013-01-05 01:30:00, 0.089 
MAC000146,2013-01-05 02:00:00, 0.089 
MAC000146,2013-01-05 02:30:00, 0.045 
MAC000146,2013-01-05 03:00:00, 0.075 
MAC000146,2013-01-05 03:30:00, 0.079 
MAC000146,2013-01-05 04:00:00, 0.051 
MAC000146,2013-01-05 04:30:00, 0.082 
MAC000146,2013-01-05 05:00:00, 0.111 
MAC000146,2013-01-05 05:30:00, 0.08 
MAC000146,2013-01-05 06:00:00, 0.075 
MAC000146,2013-01-05 06:30:00, 0.091 
MAC000146,2013-01-05 07:00:00, 0.113 
MAC000146,2013-01-05 07:30:00, 0.085 
MAC000146,2013-01-05 08:00:00, 0.102 
MAC000146,2013-01-05 08:30:00, 0.098 
MAC000146,2013-01-05 09:00:00, 0.187 
MAC000146,2013-01-05 09:30:00, 0.147 
MAC000146,2013-01-05 10:00:00, 0.14 
MAC000146,2013-01-05 10:30:00, 0.117 
MAC000146,2013-01-05 11:00:00, 0.126 
MAC000146,2013-01-05 11:30:00, 0.182 
MAC000146,2013-01-05 12:00:00, 0.07 
MAC000146,2013-01-05 12:30:00, 0.077 
MAC000146,2013-01-05 13:00:00, 0.121 
MAC000146,2013-01-05 13:30:00, 0.09 
MAC000146,2013-01-05 14:00:00, 0.08 
MAC000146,2013-01-05 14:30:00, 0.097 
MAC000146,2013-01-05 15:00:00, 0.058 
MAC000146,2013-01-05 15:30:00, 0.074 
MAC000146,2013-01-05 16:00:00, 0.132 
MAC000146,2013-01-05 16:30:00, 0.117 
MAC000146,2013-01-05 17:00:00, 0.315 
MAC000146,2013-01-05 17:30:00, 0.132 
MAC000146,2013-01-05 18:00:00, 0.707 
MAC000146,2013-01-05 18:30:00, 0.254 
MAC000146,2013-01-05 19:00:00, 0.231 
MAC000146,2013-01-05 19:30:00, 0.114 
MAC000146,2013-01-05 20:00:00, 0.128 
MAC000146,2013-01-05 20:30:00, 0.141 
MAC000146,2013-01-05 21:00:00, 0.168 
MAC000146,2013-01-05 21:30:00, 0.112 
MAC000146,2013-01-05 22:00:00, 0.171 
MAC000146,2013-01-05 22:30:00, 0.195 
MAC000146,2013-01-05 23:00:00, 0.116 
MAC000146,2013-01-05 23:30:00, 0.151 
MAC000146,2013-01-06 00:00:00, 0.087 
MAC000146,2013-01-06 00:30:00, 0.058 
MAC000146,2013-01-06 01:00:00, 0.099 
MAC000146,2013-01-06 01:30:00, 0.106 
MAC000146,2013-01-06 02:00:00, 0.063 
MAC000146,2013-01-06 02:30:00, 0.052 
MAC000146,2013-01-06 03:00:00, 0.088 
MAC000146,2013-01-06 03:30:00, 0.068 
MAC000146,2013-01-06 04:00:00, 0.049 
MAC000146,2013-01-06 04:30:00, 0.09 
MAC000146,2013-01-06 05:00:00, 0.085 
MAC000146,2013-01-06 05:30:00, 0.057 
MAC000146,2013-01-06 06:00:00, 0.095 
MAC000146,2013-01-06 06:30:00, 0.154 
MAC000146,2013-01-06 07:00:00, 0.099 
MAC000146,2013-01-06 07:30:00, 0.083 
MAC000146,2013-01-06 08:00:00, 0.099 
MAC000146,2013-01-06 08:30:00, 0.093 
MAC000146,2013-01-06 09:00:00, 0.18 
MAC000146,2013-01-06 09:30:00, 0.114 
MAC000146,2013-01-06 10:00:00, 0.093 
MAC000146,2013-01-06 10:30:00, 0.101 
MAC000146,2013-01-06 11:00:00, 0.091 
MAC000146,2013-01-06 11:30:00, 0.083 
MAC000146,2013-01-06 12:00:00, 0.063 
MAC000146,2013-01-06 12:30:00, 0.051 
MAC000146,2013-01-06 13:00:00, 0.092 
MAC000146,2013-01-06 13:30:00, 0.067 
MAC000146,2013-01-06 14:00:00, 0.047 
MAC000146,2013-01-06 14:30:00, 0.088 
MAC000146,2013-01-06 15:00:00, 0.106 
MAC000146,2013-01-06 15:30:00, 0.071 
MAC000146,2013-01-06 16:00:00, 0.129 
MAC000146,2013-01-06 16:30:00, 0.119 
MAC000146,2013-01-06 17:00:00, 0.202 
MAC000146,2013-01-06 17:30:00, 0.147 
MAC000146,2013-01-06 18:00:00, 0.247 
MAC000146,2013-01-06 18:30:00, 0.096 
MAC000146,2013-01-06 19:00:00, 0.111 
MAC000146,2013-01-06 19:30:00, 0.14 
MAC000146,2013-01-06 20:00:00, 0.119 
MAC000146,2013-01-06 20:30:00, 0.098 
MAC000146,2013-01-06 21:00:00, 0.166 
MAC000146,2013-01-06 21:30:00, 0.214 
MAC000146,2013-01-06 22:00:00, 0.137 
MAC000146,2013-01-06 22:30:00, 0.185 
MAC000146,2013-01-06 23:00:00, 0.12 
MAC000146,2013-01-06 23:30:00, 0.128 
MAC000146,2013-01-07 00:00:00, 0.173 
MAC000146,2013-01-07 00:30:00, 0.087 
MAC000146,2013-01-07 01:00:00, 0.066 
MAC000146,2013-01-07 01:30:00, 0.075 
MAC000146,2013-01-07 02:00:00, 0.081 
MAC000146,2013-01-07 02:30:00, 0.06 
MAC000146,2013-01-07 03:00:00, 0.054 
MAC000146,2013-01-07 03:30:00, 0.081 
MAC000146,2013-01-07 04:00:00, 0.101 
MAC000146,2013-01-07 04:30:00, 0.083 
MAC000146,2013-01-07 05:00:00, 0.081 
MAC000146,2013-01-07 05:30:00, 0.079 
MAC000146,2013-01-07 06:00:00, 0.045 
MAC000146,2013-01-07 06:30:00, 0.142 
MAC000146,2013-01-07 07:00:00, 0.142 
MAC000146,2013-01-07 07:30:00, 0.094 
MAC000146,2013-01-07 08:00:00, 0.094 
MAC000146,2013-01-07 08:30:00, 0.107 
MAC000146,2013-01-07 09:00:00, 0.103 
MAC000146,2013-01-07 09:30:00, 0.199 
MAC000146,2013-01-07 10:00:00, 0.112 
MAC000146,2013-01-07 10:30:00, 0.084 
MAC000146,2013-01-07 11:00:00, 0.122 
MAC000146,2013-01-07 11:30:00, 0.08 
MAC000146,2013-01-07 12:00:00, 0.076 
MAC000146,2013-01-07 12:30:00, 0.086 
MAC000146,2013-01-07 13:00:00, 0.222 
MAC000146,2013-01-07 13:30:00, 0.251 
MAC000146,2013-01-07 14:00:00, 0.167 
MAC000146,2013-01-07 14:30:00, 0.137 
MAC000146,2013-01-07 15:00:00, 0.203 
MAC000146,2013-01-07 15:30:00, 0.24 
MAC000146,2013-01-07 16:00:00, 0.346 
MAC000146,2013-01-07 16:30:00, 0.189 
MAC000146,2013-01-07 17:00:00, 0.234 
MAC000146,2013-01-07 17:30:00, 0.274 
MAC000146,2013-01-07 18:00:00, 0.285 
MAC000146,2013-01-07 18:30:00, 0.281 
MAC000146,2013-01-07 19:00:00, 0.583 
MAC000146,2013-01-07 19:30:00, 0.234 
MAC000146,2013-01-07 20:00:00, 0.13 
MAC000146,2013-01-07 20:30:00, 0.15 
MAC000146,2013-01-07 21:00:00, 0.16 
MAC000146,2013-01-07 21:30:00, 0.154 
MAC000146,2013-01-07 22:00:00, 0.132 
MAC000146,2013-01-07 22:30:00, 0.189 
MAC000146,2013-01-07 23:00:00, 0.138 
MAC000146,2013-01-07 23:30:00, 0.118 
MAC000146,2013-01-08 00:00:00, 0.136 
MAC000146,2013-01-08 00:30:00, 0.179 
MAC000146,2013-01-08 01:00:00, 0.067 
MAC000146,2013-01-08 01:30:00, 0.094 
MAC000146,2013-01-08 02:00:00, 0.105 
MAC000146,2013-01-08 02:30:00, 0.108 
MAC000146,2013-01-08 03:00:00, 0.098 
MAC000146,2013-01-08 03:30:00, 0.095 
MAC000146,2013-01-08 04:00:00, 0.078 
MAC000146,2013-01-08 04:30:00, 0.098 
MAC000146,2013-01-08 05:00:00, 0.129 
MAC000146,2013-01-08 05:30:00, 0.082 
MAC000146,2013-01-08 06:00:00, 0.08 
MAC000146,2013-01-08 06:30:00, 0.188 
MAC000146,2013-01-08 07:00:00, 0.125 
MAC000146,2013-01-08 07:30:00, 0.096 
MAC000146,2013-01-08 08:00:00, 0.122 
MAC000146,2013-01-08 08:30:00, 0.222 
MAC000146,2013-01-08 09:00:00, 0.092 
MAC000146,2013-01-08 09:30:00, 0.11 
MAC000146,2013-01-08 10:00:00, 0.115 
MAC000146,2013-01-08 10:30:00, 0.088 
MAC000146,2013-01-08 11:00:00, 0.188 
MAC000146,2013-01-08 11:30:00, 0.144 
MAC000146,2013-01-08 12:00:00, 0.057 
MAC000146,2013-01-08 12:30:00, 0.099 
MAC000146,2013-01-08 13:00:00, 0.111 
MAC000146,2013-01-08 13:30:00, 0.076 
MAC000146,2013-01-08 14:00:00, 0.109 
MAC000146,2013-01-08 14:30:00, 0.244 
MAC000146,2013-01-08 15:00:00, 0.107 
MAC000146,2013-01-08 15:30:00, 0.176 
MAC000146,2013-01-08 16:00:00, 0.258 
MAC000146,2013-01-08 16:30:00, 0.218 
MAC000146,2013-01-08 17:00:00, 0.51 
MAC000146,2013-01-08 17:30:00, 0.626 
MAC000146,2013-01-08 18:00:00, 0.458 
MAC000146,2013-01-08 18:30:00, 0.248 
MAC000146,2013-01-08 19:00:00, 0.18 
MAC000146,2013-01-08 19:30:00, 0.149 
MAC000146,2013-01-08 20:00:00, 0.145 
MAC000146,2013-01-08 20:30:00, 0.155 
MAC000146,2013-01-08 21:00:00, 0.23 
MAC000146,2013-01-08 21:30:00, 0.376 
MAC000146,2013-01-08 22:00:00, 0.244 
MAC000146,2013-01-08 22:30:00, 0.135 
MAC000146,2013-01-08 23:00:00, 0.16 
MAC000146,2013-01-08 23:30:00, 0.143 
MAC000146,2013-01-09 00:00:00, 0.12 
MAC000146,2013-01-09 00:30:00, 0.149 
MAC000146,2013-01-09 01:00:00, 0.078 
MAC000146,2013-01-09 01:30:00, 0.087 
MAC000146,2013-01-09 02:00:00, 0.122 
MAC000146,2013-01-09 02:30:00, 0.108 
MAC000146,2013-01-09 03:00:00, 0.056 
MAC000146,2013-01-09 03:30:00, 0.077 
MAC000146,2013-01-09 04:00:00, 0.098 
MAC000146,2013-01-09 04:30:00, 0.059 
MAC000146,2013-01-09 05:00:00, 0.079 
MAC000146,2013-01-09 05:30:00, 0.092 
MAC000146,2013-01-09 06:00:00, 0.073 
MAC000146,2013-01-09 06:30:00, 0.154 
MAC000146,2013-01-09 07:00:00, 0.116 
MAC000146,2013-01-09 07:30:00, 0.057 
MAC000146,2013-01-09 08:00:00, 0.1 
MAC000146,2013-01-09 08:30:00, 0.084 
MAC000146,2013-01-09 09:00:00, 0.073 
MAC000146,2013-01-09 09:30:00, 0.087 
MAC000146,2013-01-09 10:00:00, 0.256 
MAC000146,2013-01-09 10:30:00, 0.124 
MAC000146,2013-01-09 11:00:00, 0.128 
MAC000146,2013-01-09 11:30:00, 0.126 
MAC000146,2013-01-09 12:00:00, 0.602 
MAC000146,2013-01-09 12:30:00, 0.168 
MAC000146,2013-01-09 13:00:00, 0.173 
MAC000146,2013-01-09 13:30:00, 0.072 
MAC000146,2013-01-09 14:00:00, 0.098 
MAC000146,2013-01-09 14:30:00, 0.122 
MAC000146,2013-01-09 15:00:00, 0.068 
MAC000146,2013-01-09 15:30:00, 0.08 
MAC000146,2013-01-09 16:00:00, 0.163 
MAC000146,2013-01-09 16:30:00, 0.168 
MAC000146,2013-01-09 17:00:00, 0.321 
MAC000146,2013-01-09 17:30:00, 0.404 
MAC000146,2013-01-09 18:00:00, 0.172 
MAC000146,2013-01-09 18:30:00, 0.366 
MAC000146,2013-01-09 19:00:00, 0.229 
MAC000146,2013-01-09 19:30:00, 0.42 
MAC000146,2013-01-09 20:00:00, 0.174 
MAC000146,2013-01-09 20:30:00, 0.183 
MAC000146,2013-01-09 21:00:00, 0.158 
MAC000146,2013-01-09 21:30:00, 0.134 
MAC000146,2013-01-09 22:00:00, 0.206 
MAC000146,2013-01-09 22:30:00, 0.13 
MAC000146,2013-01-09 23:00:00, 0.15 
MAC000146,2013-01-09 23:30:00, 0.261 
MAC000146,2013-01-10 00:00:00, 0.302 
MAC000146,2013-01-10 00:30:00, 0.262 
MAC000146,2013-01-10 01:00:00, 0.071 
MAC000146,2013-01-10 01:30:00, 0.061 
MAC000146,2013-01-10 02:00:00, 0.066 
MAC000146,2013-01-10 02:30:00, 0.067 
MAC000146,2013-01-10 03:00:00, 0.039 
MAC000146,2013-01-10 03:30:00, 0.064 
MAC000146,2013-01-10 04:00:00, 0.095 
MAC000146,2013-01-10 04:30:00, 0.06 
MAC000146,2013-01-10 05:00:00, 0.051 
MAC000146,2013-01-10 05:30:00, 0.071 
MAC000146,2013-01-10 06:00:00, 0.103 
MAC000146,2013-01-10 06:30:00, 0.131 
MAC000146,2013-01-10 07:00:00, 0.12 
MAC000146,2013-01-10 07:30:00, 0.112 
MAC000146,2013-01-10 08:00:00, 0.102 
MAC000146,2013-01-10 08:30:00, 0.081 
MAC000146,2013-01-10 09:00:00, 0.124 
MAC000146,2013-01-10 09:30:00, 0.16 
MAC000146,2013-01-10 10:00:00, 0.08 
MAC000146,2013-01-10 10:30:00, 0.129 
MAC000146,2013-01-10 11:00:00, 0.118 
MAC000146,2013-01-10 11:30:00, 0.108 
MAC000146,2013-01-10 12:00:00, 0.13 
MAC000146,2013-01-10 12:30:00, 0.095 
MAC000146,2013-01-10 13:00:00, 0.091 
MAC000146,2013-01-10 13:30:00, 0.056 
MAC000146,2013-01-10 14:00:00, 0.11 
MAC000146,2013-01-10 14:30:00, 0.124 
MAC000146,2013-01-10 15:00:00, 0.183 
MAC000146,2013-01-10 15:30:00, 0.134 
MAC000146,2013-01-10 16:00:00, 0.156 
MAC000146,2013-01-10 16:30:00, 0.154 
MAC000146,2013-01-10 17:00:00, 0.2 
MAC000146,2013-01-10 17:30:00, 0.304 
MAC000146,2013-01-10 18:00:00, 0.184 
MAC000146,2013-01-10 18:30:00, 0.588 
MAC000146,2013-01-10 19:00:00, 0.367 
MAC000146,2013-01-10 19:30:00, 0.227 
MAC000146,2013-01-10 20:00:00, 0.142 
MAC000146,2013-01-10 20:30:00, 0.126 
MAC000146,2013-01-10 21:00:00, 0.184 
MAC000146,2013-01-10 21:30:00, 0.18 
MAC000146,2013-01-10 22:00:00, 0.128 
MAC000146,2013-01-10 22:30:00, 0.292 
MAC000146,2013-01-10 23:00:00, 0.124 
MAC000146,2013-01-10 23:30:00, 0.122 
MAC000146,2013-01-11 00:00:00, 0.114 
MAC000146,2013-01-11 00:30:00, 0.159 
MAC000146,2013-01-11 01:00:00, 0.067 
MAC000146,2013-01-11 01:30:00, 0.061 
MAC000146,2013-01-11 02:00:00, 0.057 
MAC000146,2013-01-11 02:30:00, 0.07 
MAC000146,2013-01-11 03:00:00, 0.073 
MAC000146,2013-01-11 03:30:00, 0.043 
MAC000146,2013-01-11 04:00:00, 0.073 
MAC000146,2013-01-11 04:30:00, 0.072 
MAC000146,2013-01-11 05:00:00, 0.053 
MAC000146,2013-01-11 05:30:00, 0.065 
MAC000146,2013-01-11 06:00:00, 0.063 
MAC000146,2013-01-11 06:30:00, 0.083 
MAC000146,2013-01-11 07:00:00, 0.099 
MAC000146,2013-01-11 07:30:00, 0.112 
MAC000146,2013-01-11 08:00:00, 0.124 
MAC000146,2013-01-11 08:30:00, 0.211 
MAC000146,2013-01-11 09:00:00, 0.105 
MAC000146,2013-01-11 09:30:00, 0.09 
MAC000146,2013-01-11 10:00:00, 0.084 
MAC000146,2013-01-11 10:30:00, 0.097 
MAC000146,2013-01-11 11:00:00, 0.092 
MAC000146,2013-01-11 11:30:00, 0.07 
MAC000146,2013-01-11 12:00:00, 0.066 
MAC000146,2013-01-11 12:30:00, 0.041 
MAC000146,2013-01-11 13:00:00, 0.084 
MAC000146,2013-01-11 13:30:00, 0.145 
MAC000146,2013-01-11 14:00:00, 0.068 
MAC000146,2013-01-11 14:30:00, 0.086 
MAC000146,2013-01-11 15:00:00, 0.13 
MAC000146,2013-01-11 15:30:00, 0.124 
MAC000146,2013-01-11 16:00:00, 0.272 
MAC000146,2013-01-11 16:30:00, 0.206 
MAC000146,2013-01-11 17:00:00, 0.17 
MAC000146,2013-01-11 17:30:00, 0.198 
MAC000146,2013-01-11 18:00:00, 0.332 
MAC000146,2013-01-11 18:30:00, 0.297 
MAC000146,2013-01-11 19:00:00, 0.211 
MAC000146,2013-01-11 19:30:00, 0.107 
MAC000146,2013-01-11 20:00:00, 0.123 
MAC000146,2013-01-11 20:30:00, 0.144 
MAC000146,2013-01-11 21:00:00, 0.121 
MAC000146,2013-01-11 21:30:00, 0.124 
MAC000146,2013-01-11 22:00:00, 0.105 
MAC000146,2013-01-11 22:30:00, 0.099 
MAC000146,2013-01-11 23:00:00, 0.129 
MAC000146,2013-01-11 23:30:00, 0.186 
MAC000146,2013-01-12 00:00:00, 0.201 
MAC000146,2013-01-12 00:30:00, 0.141 
MAC000146,2013-01-12 01:00:00, 0.057 
MAC000146,2013-01-12 01:30:00, 0.071 
MAC000146,2013-01-12 02:00:00, 0.077 
MAC000146,2013-01-12 02:30:00, 0.052 
MAC000146,2013-01-12 03:00:00, 0.061 
MAC000146,2013-01-12 03:30:00, 0.062 
MAC000146,2013-01-12 04:00:00, 0.078 
MAC000146,2013-01-12 04:30:00, 0.045 
MAC000146,2013-01-12 05:00:00, 0.063 
MAC000146,2013-01-12 05:30:00, 0.079 
MAC000146,2013-01-12 06:00:00, 0.087 
MAC000146,2013-01-12 06:30:00, 0.116 
MAC000146,2013-01-12 07:00:00, 0.13 
MAC000146,2013-01-12 07:30:00, 0.117 
MAC000146,2013-01-12 08:00:00, 0.086 
MAC000146,2013-01-12 08:30:00, 0.108 
MAC000146,2013-01-12 09:00:00, 0.101 
MAC000146,2013-01-12 09:30:00, 0.124 
MAC000146,2013-01-12 10:00:00, 0.129 
MAC000146,2013-01-12 10:30:00, 0.216 
MAC000146,2013-01-12 11:00:00, 0.12 
MAC000146,2013-01-12 11:30:00, 0.078 
MAC000146,2013-01-12 12:00:00, 0.086 
MAC000146,2013-01-12 12:30:00, 0.073 
MAC000146,2013-01-12 13:00:00, 0.147 
MAC000146,2013-01-12 13:30:00, 0.087 
MAC000146,2013-01-12 14:00:00, 0.123 
MAC000146,2013-01-12 14:30:00, 0.08 
