LCLid,tstp,energy(kWh/hh)
MAC000136,2013-01-06 20:00:00, 0.354 
MAC000136,2013-01-06 20:30:00, 0.496 
MAC000136,2013-01-06 21:00:00, 0.598 
MAC000136,2013-01-06 21:30:00, 0.351 
MAC000136,2013-01-06 22:00:00, 0.412 
MAC000136,2013-01-06 22:30:00, 0.404 
MAC000136,2013-01-06 23:00:00, 0.522 
MAC000136,2013-01-06 23:30:00, 0.474 
MAC000136,2013-01-07 00:00:00, 0.4 
MAC000136,2013-01-07 00:30:00, 0.375 
MAC000136,2013-01-07 01:00:00, 0.334 
MAC000136,2013-01-07 01:30:00, 0.292 
MAC000136,2013-01-07 02:00:00, 0.289 
MAC000136,2013-01-07 02:30:00, 0.228 
MAC000136,2013-01-07 03:00:00, 0.114 
MAC000136,2013-01-07 03:30:00, 0.147 
MAC000136,2013-01-07 04:00:00, 0.177 
MAC000136,2013-01-07 04:30:00, 0.155 
MAC000136,2013-01-07 05:00:00, 0.155 
MAC000136,2013-01-07 05:30:00, 0.154 
MAC000136,2013-01-07 06:00:00, 0.146 
MAC000136,2013-01-07 06:30:00, 0.183 
MAC000136,2013-01-07 07:00:00, 0.218 
MAC000136,2013-01-07 07:30:00, 0.21 
MAC000136,2013-01-07 08:00:00, 0.529 
MAC000136,2013-01-07 08:30:00, 0.464 
MAC000136,2013-01-07 09:00:00, 0.4 
MAC000136,2013-01-07 09:30:00, 0.429 
MAC000136,2013-01-07 10:00:00, 0.931 
MAC000136,2013-01-07 10:30:00, 1.233 
MAC000136,2013-01-07 11:00:00, 1.303 
MAC000136,2013-01-07 11:30:00, 1.217 
MAC000136,2013-01-07 12:00:00, 1.114 
MAC000136,2013-01-07 12:30:00, 0.99 
MAC000136,2013-01-07 13:00:00, 1.189 
MAC000136,2013-01-07 13:30:00, 0.981 
MAC000136,2013-01-07 14:00:00, 1.313 
MAC000136,2013-01-07 14:30:00, 1.204 
MAC000136,2013-01-07 15:00:00, 1.001 
MAC000136,2013-01-07 15:30:00, 0.913 
MAC000136,2013-01-07 16:00:00, 0.235 
MAC000136,2013-01-07 16:30:00, 0.392 
MAC000136,2013-01-07 17:00:00, 0.403 
MAC000136,2013-01-07 17:30:00, 0.409 
MAC000136,2013-01-07 18:00:00, 0.439 
MAC000136,2013-01-07 18:30:00, 0.473 
MAC000136,2013-01-07 19:00:00, 0.446 
MAC000136,2013-01-07 19:30:00, 0.443 
MAC000136,2013-01-07 20:00:00, 0.448 
MAC000136,2013-01-07 20:30:00, 0.584 
MAC000136,2013-01-07 21:00:00, 0.46 
MAC000136,2013-01-07 21:30:00, 0.394 
MAC000136,2013-01-07 22:00:00, 0.509 
MAC000136,2013-01-07 22:30:00, 0.503 
MAC000136,2013-01-07 23:00:00, 0.357 
MAC000136,2013-01-07 23:30:00, 0.413 
MAC000136,2013-01-08 00:00:00, 0.38 
MAC000136,2013-01-08 00:30:00, 0.327 
MAC000136,2013-01-08 01:00:00, 0.287 
MAC000136,2013-01-08 01:30:00, 0.26 
MAC000136,2013-01-08 02:00:00, 0.202 
MAC000136,2013-01-08 02:30:00, 0.158 
MAC000136,2013-01-08 03:00:00, 0.109 
MAC000136,2013-01-08 03:30:00, 0.053 
MAC000136,2013-01-08 04:00:00, 0.077 
MAC000136,2013-01-08 04:30:00, 0.152 
MAC000136,2013-01-08 05:00:00, 0.182 
MAC000136,2013-01-08 05:30:00, 0.151 
MAC000136,2013-01-08 06:00:00, 0.162 
MAC000136,2013-01-08 06:30:00, 0.2 
MAC000136,2013-01-08 07:00:00, 0.185 
MAC000136,2013-01-08 07:30:00, 0.197 
MAC000136,2013-01-08 08:00:00, 0.229 
MAC000136,2013-01-08 08:30:00, 0.567 
MAC000136,2013-01-08 09:00:00, 0.299 
MAC000136,2013-01-08 09:30:00, 0.325 
MAC000136,2013-01-08 10:00:00, 0.313 
MAC000136,2013-01-08 10:30:00, 0.422 
MAC000136,2013-01-08 11:00:00, 1.337 
MAC000136,2013-01-08 11:30:00, 1.477 
MAC000136,2013-01-08 12:00:00, 1.216 
MAC000136,2013-01-08 12:30:00, 1.038 
MAC000136,2013-01-08 13:00:00, 1.137 
MAC000136,2013-01-08 13:30:00, 1.342 
MAC000136,2013-01-08 14:00:00, 0.312 
MAC000136,2013-01-08 14:30:00, 0.389 
MAC000136,2013-01-08 15:00:00, 0.222 
MAC000136,2013-01-08 15:30:00, 0.127 
MAC000136,2013-01-08 16:00:00, 0.069 
MAC000136,2013-01-08 16:30:00, 0.145 
MAC000136,2013-01-08 17:00:00, 0.265 
MAC000136,2013-01-08 17:30:00, 0.413 
MAC000136,2013-01-08 18:00:00, 0.346 
MAC000136,2013-01-08 18:30:00, 0.546 
MAC000136,2013-01-08 19:00:00, 0.382 
MAC000136,2013-01-08 19:30:00, 0.465 
MAC000136,2013-01-08 20:00:00, 0.405 
MAC000136,2013-01-08 20:30:00, 0.375 
MAC000136,2013-01-08 21:00:00, 0.396 
MAC000136,2013-01-08 21:30:00, 0.423 
MAC000136,2013-01-08 22:00:00, 0.487 
MAC000136,2013-01-08 22:30:00, 0.424 
MAC000136,2013-01-08 23:00:00, 0.336 
MAC000136,2013-01-08 23:30:00, 0.52 
MAC000136,2013-01-09 00:00:00, 0.353 
MAC000136,2013-01-09 00:30:00, 0.337 
MAC000136,2013-01-09 01:00:00, 0.264 
MAC000136,2013-01-09 01:30:00, 0.263 
MAC000136,2013-01-09 02:00:00, 0.202 
MAC000136,2013-01-09 02:30:00, 0.166 
MAC000136,2013-01-09 03:00:00, 0.158 
MAC000136,2013-01-09 03:30:00, 0.161 
MAC000136,2013-01-09 04:00:00, 0.1 
MAC000136,2013-01-09 04:30:00, 0.138 
MAC000136,2013-01-09 05:00:00, 0.154 
MAC000136,2013-01-09 05:30:00, 0.164 
MAC000136,2013-01-09 06:00:00, 0.17 
MAC000136,2013-01-09 06:30:00, 0.156 
MAC000136,2013-01-09 07:00:00, 0.189 
MAC000136,2013-01-09 07:30:00, 0.197 
MAC000136,2013-01-09 08:00:00, 0.231 
MAC000136,2013-01-09 08:30:00, 0.579 
MAC000136,2013-01-09 09:00:00, 0.325 
MAC000136,2013-01-09 09:30:00, 0.359 
MAC000136,2013-01-09 10:00:00, 0.25 
MAC000136,2013-01-09 10:30:00, 0.433 
MAC000136,2013-01-09 11:00:00, 0.29 
MAC000136,2013-01-09 11:30:00, 0.206 
MAC000136,2013-01-09 12:00:00, 0.24 
MAC000136,2013-01-09 12:30:00, 0.256 
MAC000136,2013-01-09 13:00:00, 0.289 
MAC000136,2013-01-09 13:30:00, 0.276 
MAC000136,2013-01-09 14:00:00, 0.457 
MAC000136,2013-01-09 14:30:00, 0.348 
MAC000136,2013-01-09 15:00:00, 0.254 
MAC000136,2013-01-09 15:30:00, 0.408 
MAC000136,2013-01-09 16:00:00, 0.22 
MAC000136,2013-01-09 16:30:00, 0.347 
MAC000136,2013-01-09 17:00:00, 0.412 
MAC000136,2013-01-09 17:30:00, 0.457 
MAC000136,2013-01-09 18:00:00, 0.759 
MAC000136,2013-01-09 18:30:00, 0.517 
MAC000136,2013-01-09 19:00:00, 0.469 
MAC000136,2013-01-09 19:30:00, 0.592 
MAC000136,2013-01-09 20:00:00, 0.443 
MAC000136,2013-01-09 20:30:00, 0.485 
MAC000136,2013-01-09 21:00:00, 0.418 
MAC000136,2013-01-09 21:30:00, 0.34 
MAC000136,2013-01-09 22:00:00, 0.411 
MAC000136,2013-01-09 22:30:00, 0.467 
MAC000136,2013-01-09 23:00:00, 0.6 
MAC000136,2013-01-09 23:30:00, 0.429 
MAC000136,2013-01-10 00:00:00, 0.395 
MAC000136,2013-01-10 00:30:00, 0.359 
MAC000136,2013-01-10 01:00:00, 0.316 
MAC000136,2013-01-10 01:30:00, 0.265 
MAC000136,2013-01-10 02:00:00, 0.26 
MAC000136,2013-01-10 02:30:00, 0.132 
MAC000136,2013-01-10 03:00:00, 0.154 
MAC000136,2013-01-10 03:30:00, 0.156 
MAC000136,2013-01-10 04:00:00, 0.153 
MAC000136,2013-01-10 04:30:00, 0.169 
MAC000136,2013-01-10 05:00:00, 0.166 
MAC000136,2013-01-10 05:30:00, 0.145 
MAC000136,2013-01-10 06:00:00, 0.154 
MAC000136,2013-01-10 06:30:00, 0.165 
MAC000136,2013-01-10 07:00:00, 0.188 
MAC000136,2013-01-10 07:30:00, 0.185 
MAC000136,2013-01-10 08:00:00, 0.2 
MAC000136,2013-01-10 08:30:00, 0.487 
MAC000136,2013-01-10 09:00:00, 0.378 
MAC000136,2013-01-10 09:30:00, 0.454 
MAC000136,2013-01-10 10:00:00, 0.216 
MAC000136,2013-01-10 10:30:00, 0.256 
MAC000136,2013-01-10 11:00:00, 0.337 
MAC000136,2013-01-10 11:30:00, 0.588 
MAC000136,2013-01-10 12:00:00, 0.291 
MAC000136,2013-01-10 12:30:00, 0.239 
MAC000136,2013-01-10 13:00:00, 0.243 
MAC000136,2013-01-10 13:30:00, 0.277 
MAC000136,2013-01-10 14:00:00, 1.501 
MAC000136,2013-01-10 14:30:00, 1.14 
MAC000136,2013-01-10 15:00:00, 0.545 
MAC000136,2013-01-10 15:30:00, 0.375 
MAC000136,2013-01-10 16:00:00, 0.297 
MAC000136,2013-01-10 16:30:00, 0.429 
MAC000136,2013-01-10 17:00:00, 0.456 
MAC000136,2013-01-10 17:30:00, 0.438 
MAC000136,2013-01-10 18:00:00, 0.371 
MAC000136,2013-01-10 18:30:00, 0.482 
MAC000136,2013-01-10 19:00:00, 0.641 
MAC000136,2013-01-10 19:30:00, 0.52 
MAC000136,2013-01-10 20:00:00, 0.427 
MAC000136,2013-01-10 20:30:00, 0.413 
MAC000136,2013-01-10 21:00:00, 0.419 
MAC000136,2013-01-10 21:30:00, 0.374 
MAC000136,2013-01-10 22:00:00, 0.422 
MAC000136,2013-01-10 22:30:00, 0.466 
MAC000136,2013-01-10 23:00:00, 0.528 
MAC000136,2013-01-10 23:30:00, 0.365 
MAC000136,2013-01-11 00:00:00, 0.38 
MAC000136,2013-01-11 00:30:00, 0.432 
MAC000136,2013-01-11 01:00:00, 0.304 
MAC000136,2013-01-11 01:30:00, 0.278 
MAC000136,2013-01-11 02:00:00, 0.176 
MAC000136,2013-01-11 02:30:00, 0.111 
MAC000136,2013-01-11 03:00:00, 0.154 
MAC000136,2013-01-11 03:30:00, 0.154 
MAC000136,2013-01-11 04:00:00, 0.163 
MAC000136,2013-01-11 04:30:00, 0.169 
MAC000136,2013-01-11 05:00:00, 0.151 
MAC000136,2013-01-11 05:30:00, 0.143 
MAC000136,2013-01-11 06:00:00, 0.156 
MAC000136,2013-01-11 06:30:00, 0.167 
MAC000136,2013-01-11 07:00:00, 0.222 
MAC000136,2013-01-11 07:30:00, 0.529 
MAC000136,2013-01-11 08:00:00, 0.424 
MAC000136,2013-01-11 08:30:00, 0.284 
MAC000136,2013-01-11 09:00:00, 0.268 
MAC000136,2013-01-11 09:30:00, 0.628 
MAC000136,2013-01-11 10:00:00, 0.264 
MAC000136,2013-01-11 10:30:00, 0.173 
MAC000136,2013-01-11 11:00:00, 0.181 
MAC000136,2013-01-11 11:30:00, 0.16 
MAC000136,2013-01-11 12:00:00, 0.151 
MAC000136,2013-01-11 12:30:00, 0.151 
MAC000136,2013-01-11 13:00:00, 0.407 
MAC000136,2013-01-11 13:30:00, 0.334 
MAC000136,2013-01-11 14:00:00, 0.28 
MAC000136,2013-01-11 14:30:00, 0.382 
MAC000136,2013-01-11 15:00:00, 0.425 
MAC000136,2013-01-11 15:30:00, 0.364 
MAC000136,2013-01-11 16:00:00, 0.422 
MAC000136,2013-01-11 16:30:00, 0.353 
MAC000136,2013-01-11 17:00:00, 0.357 
MAC000136,2013-01-11 17:30:00, 0.34 
MAC000136,2013-01-11 18:00:00, 0.346 
MAC000136,2013-01-11 18:30:00, 0.364 
MAC000136,2013-01-11 19:00:00, 0.43 
MAC000136,2013-01-11 19:30:00, 0.335 
MAC000136,2013-01-11 20:00:00, 0.45 
MAC000136,2013-01-11 20:30:00, 0.395 
MAC000136,2013-01-11 21:00:00, 0.361 
MAC000136,2013-01-11 21:30:00, 0.37 
MAC000136,2013-01-11 22:00:00, 0.466 
MAC000136,2013-01-11 22:30:00, 0.432 
MAC000136,2013-01-11 23:00:00, 0.55 
MAC000136,2013-01-11 23:30:00, 0.329 
MAC000136,2013-01-12 00:00:00, 0.367 
MAC000136,2013-01-12 00:30:00, 0.341 
MAC000136,2013-01-12 01:00:00, 0.344 
MAC000136,2013-01-12 01:30:00, 0.303 
MAC000136,2013-01-12 02:00:00, 0.292 
MAC000136,2013-01-12 02:30:00, 0.276 
MAC000136,2013-01-12 03:00:00, 0.155 
MAC000136,2013-01-12 03:30:00, 0.154 
MAC000136,2013-01-12 04:00:00, 0.152 
MAC000136,2013-01-12 04:30:00, 0.174 
MAC000136,2013-01-12 05:00:00, 0.157 
MAC000136,2013-01-12 05:30:00, 0.153 
MAC000136,2013-01-12 06:00:00, 0.153 
MAC000136,2013-01-12 06:30:00, 0.162 
MAC000136,2013-01-12 07:00:00, 0.125 
MAC000136,2013-01-12 07:30:00, 0.177 
MAC000136,2013-01-12 08:00:00, 0.247 
MAC000136,2013-01-12 08:30:00, 0.526 
MAC000136,2013-01-12 09:00:00, 0.305 
MAC000136,2013-01-12 09:30:00, 0.261 
MAC000136,2013-01-12 10:00:00, 0.325 
MAC000136,2013-01-12 10:30:00, 0.681 
MAC000136,2013-01-12 11:00:00, 0.349 
MAC000136,2013-01-12 11:30:00, 0.283 
MAC000136,2013-01-12 12:00:00, 1.176 
MAC000136,2013-01-12 12:30:00, 1.489 
MAC000136,2013-01-12 13:00:00, 1.258 
MAC000136,2013-01-12 13:30:00, 0.746 
MAC000136,2013-01-12 14:00:00, 1.4299999 
MAC000136,2013-01-12 14:30:00, 1.164 
