LCLid,tstp,energy(kWh/hh)
MAC000142,2013-01-03 05:30:00, 0.457 
MAC000142,2013-01-03 06:00:00, 0.594 
MAC000142,2013-01-03 06:30:00, 0.54 
MAC000142,2013-01-03 07:00:00, 0.506 
MAC000142,2013-01-03 07:30:00, 0.555 
MAC000142,2013-01-03 08:00:00, 0.593 
MAC000142,2013-01-03 08:30:00, 0.811 
MAC000142,2013-01-03 09:00:00, 1.402 
MAC000142,2013-01-03 09:30:00, 3.9200001 
MAC000142,2013-01-03 10:00:00, 0.691 
MAC000142,2013-01-03 10:30:00, 1.072 
MAC000142,2013-01-03 11:00:00, 1.618 
MAC000142,2013-01-03 11:30:00, 0.912 
MAC000142,2013-01-03 12:00:00, 0.649 
MAC000142,2013-01-03 12:30:00, 0.663 
MAC000142,2013-01-03 13:00:00, 0.66 
MAC000142,2013-01-03 13:30:00, 1.244 
MAC000142,2013-01-03 14:00:00, 1.136 
MAC000142,2013-01-03 14:30:00, 0.843 
MAC000142,2013-01-03 15:00:00, 0.713 
MAC000142,2013-01-03 15:30:00, 3.207 
MAC000142,2013-01-03 16:00:00, 1.426 
MAC000142,2013-01-03 16:30:00, 1.04 
MAC000142,2013-01-03 17:00:00, 1.164 
MAC000142,2013-01-03 17:30:00, 1.115 
MAC000142,2013-01-03 18:00:00, 1.096 
MAC000142,2013-01-03 18:30:00, 1.118 
MAC000142,2013-01-03 19:00:00, 1.175 
MAC000142,2013-01-03 19:30:00, 1.163 
MAC000142,2013-01-03 20:00:00, 1.1799999 
MAC000142,2013-01-03 20:30:00, 1.949 
MAC000142,2013-01-03 21:00:00, 1.511 
MAC000142,2013-01-03 21:30:00, 1.524 
MAC000142,2013-01-03 22:00:00, 1.2029999 
MAC000142,2013-01-03 22:30:00, 1.183 
MAC000142,2013-01-03 23:00:00, 1.204 
MAC000142,2013-01-03 23:30:00, 1.072 
MAC000142,2013-01-04 00:00:00, 1.4630001 
MAC000142,2013-01-04 00:30:00, 1.199 
MAC000142,2013-01-04 01:00:00, 0.819 
MAC000142,2013-01-04 01:30:00, 0.733 
MAC000142,2013-01-04 02:00:00, 0.576 
MAC000142,2013-01-04 02:30:00, 0.553 
MAC000142,2013-01-04 03:00:00, 0.557 
MAC000142,2013-01-04 03:30:00, 0.518 
MAC000142,2013-01-04 04:00:00, 0.494 
MAC000142,2013-01-04 04:30:00, 0.549 
MAC000142,2013-01-04 05:00:00, 0.542 
MAC000142,2013-01-04 05:30:00, 0.549 
MAC000142,2013-01-04 06:00:00, 0.533 
MAC000142,2013-01-04 06:30:00, 0.533 
MAC000142,2013-01-04 07:00:00, 0.54 
MAC000142,2013-01-04 07:30:00, 0.537 
MAC000142,2013-01-04 08:00:00, 0.519 
MAC000142,2013-01-04 08:30:00, 0.495 
MAC000142,2013-01-04 09:00:00, 0.559 
MAC000142,2013-01-04 09:30:00, 1.6160001 
MAC000142,2013-01-04 10:00:00, 0.766 
MAC000142,2013-01-04 10:30:00, 0.717 
MAC000142,2013-01-04 11:00:00, 1.0319999 
MAC000142,2013-01-04 11:30:00, 1.036 
MAC000142,2013-01-04 12:00:00, 1.003 
MAC000142,2013-01-04 12:30:00, 1.05 
MAC000142,2013-01-04 13:00:00, 0.912 
MAC000142,2013-01-04 13:30:00, 0.802 
MAC000142,2013-01-04 14:00:00, 0.835 
MAC000142,2013-01-04 14:30:00, 0.871 
MAC000142,2013-01-04 15:00:00, 0.921 
MAC000142,2013-01-04 15:30:00, 0.807 
MAC000142,2013-01-04 16:00:00, 0.815 
MAC000142,2013-01-04 16:30:00, 0.984 
MAC000142,2013-01-04 17:00:00, 1.192 
MAC000142,2013-01-04 17:30:00, 1.15 
MAC000142,2013-01-04 18:00:00, 1.173 
MAC000142,2013-01-04 18:30:00, 1.152 
MAC000142,2013-01-04 19:00:00, 1.136 
MAC000142,2013-01-04 19:30:00, 1.183 
MAC000142,2013-01-04 20:00:00, 1.209 
MAC000142,2013-01-04 20:30:00, 1.177 
MAC000142,2013-01-04 21:00:00, 1.494 
MAC000142,2013-01-04 21:30:00, 1.176 
MAC000142,2013-01-04 22:00:00, 1.253 
MAC000142,2013-01-04 22:30:00, 1.189 
MAC000142,2013-01-04 23:00:00, 1.251 
MAC000142,2013-01-04 23:30:00, 1.03 
MAC000142,2013-01-05 00:00:00, 0.863 
MAC000142,2013-01-05 00:30:00, 0.804 
MAC000142,2013-01-05 01:00:00, 0.744 
MAC000142,2013-01-05 01:30:00, 0.747 
MAC000142,2013-01-05 02:00:00, 0.8 
MAC000142,2013-01-05 02:30:00, 0.779 
MAC000142,2013-01-05 03:00:00, 0.717 
MAC000142,2013-01-05 03:30:00, 0.703 
MAC000142,2013-01-05 04:00:00, 0.81 
MAC000142,2013-01-05 04:30:00, 0.778 
MAC000142,2013-01-05 05:00:00, 0.704 
MAC000142,2013-01-05 05:30:00, 0.713 
MAC000142,2013-01-05 06:00:00, 0.772 
MAC000142,2013-01-05 06:30:00, 0.809 
MAC000142,2013-01-05 07:00:00, 0.706 
MAC000142,2013-01-05 07:30:00, 0.698 
MAC000142,2013-01-05 08:00:00, 0.743 
MAC000142,2013-01-05 08:30:00, 0.816 
MAC000142,2013-01-05 09:00:00, 0.776 
MAC000142,2013-01-05 09:30:00, 0.836 
MAC000142,2013-01-05 10:00:00, 0.738 
MAC000142,2013-01-05 10:30:00, 0.916 
MAC000142,2013-01-05 11:00:00, 0.751 
MAC000142,2013-01-05 11:30:00, 0.719 
MAC000142,2013-01-05 12:00:00, 0.791 
MAC000142,2013-01-05 12:30:00, 1.364 
MAC000142,2013-01-05 13:00:00, 0.845 
MAC000142,2013-01-05 13:30:00, 1.725 
MAC000142,2013-01-05 14:00:00, 2.6370001 
MAC000142,2013-01-05 14:30:00, 0.811 
MAC000142,2013-01-05 15:00:00, 0.6 
MAC000142,2013-01-05 15:30:00, 0.652 
MAC000142,2013-01-05 16:00:00, 0.669 
MAC000142,2013-01-05 16:30:00, 0.636 
MAC000142,2013-01-05 17:00:00, 0.555 
MAC000142,2013-01-05 17:30:00, 0.534 
MAC000142,2013-01-05 18:00:00, 1.552 
MAC000142,2013-01-05 18:30:00, 1.151 
MAC000142,2013-01-05 19:00:00, 1.036 
MAC000142,2013-01-05 19:30:00, 1.008 
MAC000142,2013-01-05 20:00:00, 0.984 
MAC000142,2013-01-05 20:30:00, 1.11 
MAC000142,2013-01-05 21:00:00, 1.0930001 
MAC000142,2013-01-05 21:30:00, 1.076 
MAC000142,2013-01-05 22:00:00, 1.188 
MAC000142,2013-01-05 22:30:00, 1.072 
MAC000142,2013-01-05 23:00:00, 1.234 
MAC000142,2013-01-05 23:30:00, 1.123 
MAC000142,2013-01-06 00:00:00, 1.166 
MAC000142,2013-01-06 00:30:00, 0.609 
MAC000142,2013-01-06 01:00:00, 0.511 
MAC000142,2013-01-06 01:30:00, 0.554 
MAC000142,2013-01-06 02:00:00, 0.565 
MAC000142,2013-01-06 02:30:00, 0.548 
MAC000142,2013-01-06 03:00:00, 0.516 
MAC000142,2013-01-06 03:30:00, 0.554 
MAC000142,2013-01-06 04:00:00, 0.506 
MAC000142,2013-01-06 04:30:00, 0.446 
MAC000142,2013-01-06 05:00:00, 0.269 
MAC000142,2013-01-06 05:30:00, 0.578 
MAC000142,2013-01-06 06:00:00, 0.428 
MAC000142,2013-01-06 06:30:00, 0.223 
MAC000142,2013-01-06 07:00:00, 0.525 
MAC000142,2013-01-06 07:30:00, 0.529 
MAC000142,2013-01-06 08:00:00, 0.492 
MAC000142,2013-01-06 08:30:00, 0.538 
MAC000142,2013-01-06 09:00:00, 0.409 
MAC000142,2013-01-06 09:30:00, 0.325 
MAC000142,2013-01-06 10:00:00, 0.629 
MAC000142,2013-01-06 10:30:00, 0.73 
MAC000142,2013-01-06 11:00:00, 0.888 
MAC000142,2013-01-06 11:30:00, 1.326 
MAC000142,2013-01-06 12:00:00, 0.647 
MAC000142,2013-01-06 12:30:00, 0.64 
MAC000142,2013-01-06 13:00:00, 0.864 
MAC000142,2013-01-06 13:30:00, 0.944 
MAC000142,2013-01-06 14:00:00, 1.0650001 
MAC000142,2013-01-06 14:30:00, 0.942 
MAC000142,2013-01-06 15:00:00, 1.002 
MAC000142,2013-01-06 15:30:00, 1.007 
MAC000142,2013-01-06 16:00:00, 1.132 
MAC000142,2013-01-06 16:30:00, 1.17 
MAC000142,2013-01-06 17:00:00, 1.321 
MAC000142,2013-01-06 17:30:00, 1.158 
MAC000142,2013-01-06 18:00:00, 0.9 
MAC000142,2013-01-06 18:30:00, 0.813 
MAC000142,2013-01-06 19:00:00, 0.894 
MAC000142,2013-01-06 19:30:00, 0.969 
MAC000142,2013-01-06 20:00:00, 1.025 
MAC000142,2013-01-06 20:30:00, 1.159 
MAC000142,2013-01-06 21:00:00, 1.178 
MAC000142,2013-01-06 21:30:00, 1.201 
MAC000142,2013-01-06 22:00:00, 1.311 
MAC000142,2013-01-06 22:30:00, 1.283 
MAC000142,2013-01-06 23:00:00, 1.211 
MAC000142,2013-01-06 23:30:00, 0.664 
MAC000142,2013-01-07 00:00:00, 0.426 
MAC000142,2013-01-07 00:30:00, 0.847 
MAC000142,2013-01-07 01:00:00, 0.704 
MAC000142,2013-01-07 01:30:00, 0.732 
MAC000142,2013-01-07 02:00:00, 0.488 
MAC000142,2013-01-07 02:30:00, 0.417 
MAC000142,2013-01-07 03:00:00, 0.537 
MAC000142,2013-01-07 03:30:00, 0.562 
MAC000142,2013-01-07 04:00:00, 0.47 
MAC000142,2013-01-07 04:30:00, 0.207 
MAC000142,2013-01-07 05:00:00, 0.446 
MAC000142,2013-01-07 05:30:00, 0.555 
MAC000142,2013-01-07 06:00:00, 0.507 
MAC000142,2013-01-07 06:30:00, 0.443 
MAC000142,2013-01-07 07:00:00, 1.845 
MAC000142,2013-01-07 07:30:00, 2.325 
MAC000142,2013-01-07 08:00:00, 0.397 
MAC000142,2013-01-07 08:30:00, 0.418 
MAC000142,2013-01-07 09:00:00, 0.502 
MAC000142,2013-01-07 09:30:00, 0.517 
MAC000142,2013-01-07 10:00:00, 0.564 
MAC000142,2013-01-07 10:30:00, 0.53 
MAC000142,2013-01-07 11:00:00, 0.479 
MAC000142,2013-01-07 11:30:00, 0.48 
MAC000142,2013-01-07 12:00:00, 0.551 
MAC000142,2013-01-07 12:30:00, 0.585 
MAC000142,2013-01-07 13:00:00, 0.653 
MAC000142,2013-01-07 13:30:00, 0.629 
MAC000142,2013-01-07 14:00:00, 0.644 
MAC000142,2013-01-07 14:30:00, 0.765 
MAC000142,2013-01-07 15:00:00, 0.949 
MAC000142,2013-01-07 15:30:00, 3.7869999 
MAC000142,2013-01-07 16:00:00, 0.99 
MAC000142,2013-01-07 16:30:00, 0.937 
MAC000142,2013-01-07 17:00:00, 1.358 
MAC000142,2013-01-07 17:30:00, 2.0869999 
MAC000142,2013-01-07 18:00:00, 1.766 
MAC000142,2013-01-07 18:30:00, 1.7539999 
MAC000142,2013-01-07 19:00:00, 1.711 
MAC000142,2013-01-07 19:30:00, 1.364 
MAC000142,2013-01-07 20:00:00, 1.089 
MAC000142,2013-01-07 20:30:00, 1.084 
MAC000142,2013-01-07 21:00:00, 1.154 
MAC000142,2013-01-07 21:30:00, 1.175 
MAC000142,2013-01-07 22:00:00, 1.189 
MAC000142,2013-01-07 22:30:00, 1.209 
MAC000142,2013-01-07 23:00:00, 1.416 
MAC000142,2013-01-07 23:30:00, 0.728 
MAC000142,2013-01-08 00:00:00, 0.696 
MAC000142,2013-01-08 00:30:00, 0.689 
MAC000142,2013-01-08 01:00:00, 0.61 
MAC000142,2013-01-08 01:30:00, 0.601 
MAC000142,2013-01-08 02:00:00, 0.647 
MAC000142,2013-01-08 02:30:00, 0.655 
MAC000142,2013-01-08 03:00:00, 0.571 
MAC000142,2013-01-08 03:30:00, 0.531 
MAC000142,2013-01-08 04:00:00, 0.554 
MAC000142,2013-01-08 04:30:00, 0.542 
MAC000142,2013-01-08 05:00:00, 0.502 
MAC000142,2013-01-08 05:30:00, 0.508 
MAC000142,2013-01-08 06:00:00, 0.561 
MAC000142,2013-01-08 06:30:00, 0.509 
MAC000142,2013-01-08 07:00:00, 0.825 
MAC000142,2013-01-08 07:30:00, 2.6530001 
MAC000142,2013-01-08 08:00:00, 0.672 
MAC000142,2013-01-08 08:30:00, 0.613 
MAC000142,2013-01-08 09:00:00, 0.544 
MAC000142,2013-01-08 09:30:00, 0.553 
MAC000142,2013-01-08 10:00:00, 0.593 
MAC000142,2013-01-08 10:30:00, 0.586 
MAC000142,2013-01-08 11:00:00, 0.414 
MAC000142,2013-01-08 11:30:00, 0.289 
MAC000142,2013-01-08 12:00:00, 0.537 
MAC000142,2013-01-08 12:30:00, 0.479 
MAC000142,2013-01-08 13:00:00, 0.497 
MAC000142,2013-01-08 13:30:00, 2.3710001 
MAC000142,2013-01-08 14:00:00, 0.406 
MAC000142,2013-01-08 14:30:00, 0.531 
MAC000142,2013-01-08 15:00:00, 0.397 
MAC000142,2013-01-08 15:30:00, 0.617 
MAC000142,2013-01-08 16:00:00, 0.61 
MAC000142,2013-01-08 16:30:00, 0.613 
MAC000142,2013-01-08 17:00:00, 0.626 
MAC000142,2013-01-08 17:30:00, 0.925 
MAC000142,2013-01-08 18:00:00, 0.975 
MAC000142,2013-01-08 18:30:00, 0.938 
MAC000142,2013-01-08 19:00:00, 1.062 
MAC000142,2013-01-08 19:30:00, 1.05 
MAC000142,2013-01-08 20:00:00, 1.046 
MAC000142,2013-01-08 20:30:00, 0.99 
MAC000142,2013-01-08 21:00:00, 1.005 
MAC000142,2013-01-08 21:30:00, 1.2180001 
MAC000142,2013-01-08 22:00:00, 1.188 
MAC000142,2013-01-08 22:30:00, 0.936 
MAC000142,2013-01-08 23:00:00, 0.934 
MAC000142,2013-01-08 23:30:00, 1.053 
MAC000142,2013-01-09 00:00:00, 0.687 
MAC000142,2013-01-09 00:30:00, 0.527 
MAC000142,2013-01-09 01:00:00, 0.537 
MAC000142,2013-01-09 01:30:00, 0.531 
MAC000142,2013-01-09 02:00:00, 0.226 
MAC000142,2013-01-09 02:30:00, 0.407 
MAC000142,2013-01-09 03:00:00, 0.525 
MAC000142,2013-01-09 03:30:00, 0.552 
MAC000142,2013-01-09 04:00:00, 0.501 
MAC000142,2013-01-09 04:30:00, 0.498 
MAC000142,2013-01-09 05:00:00, 0.485 
MAC000142,2013-01-09 05:30:00, 0.539 
MAC000142,2013-01-09 06:00:00, 0.529 
MAC000142,2013-01-09 06:30:00, 0.503 
MAC000142,2013-01-09 07:00:00, 2.2880001 
MAC000142,2013-01-09 07:30:00, 2.8670001 
MAC000142,2013-01-09 08:00:00, 0.721 
MAC000142,2013-01-09 08:30:00, 0.821 
MAC000142,2013-01-09 09:00:00, 0.909 
MAC000142,2013-01-09 09:30:00, 0.631 
MAC000142,2013-01-09 10:00:00, 0.63 
MAC000142,2013-01-09 10:30:00, 0.63 
MAC000142,2013-01-09 11:00:00, 0.613 
MAC000142,2013-01-09 11:30:00, 0.604 
MAC000142,2013-01-09 12:00:00, 0.597 
MAC000142,2013-01-09 12:30:00, 0.625 
MAC000142,2013-01-09 13:00:00, 0.657 
MAC000142,2013-01-09 13:30:00, 0.762 
MAC000142,2013-01-09 14:00:00, 1.993 
MAC000142,2013-01-09 14:30:00, 0.978 
MAC000142,2013-01-09 15:00:00, 0.719 
MAC000142,2013-01-09 15:30:00, 0.646 
MAC000142,2013-01-09 16:00:00, 0.661 
MAC000142,2013-01-09 16:30:00, 0.766 
MAC000142,2013-01-09 17:00:00, 1.002 
MAC000142,2013-01-09 17:30:00, 0.961 
MAC000142,2013-01-09 18:00:00, 0.937 
MAC000142,2013-01-09 18:30:00, 1.206 
MAC000142,2013-01-09 19:00:00, 1.09 
MAC000142,2013-01-09 19:30:00, 1.125 
MAC000142,2013-01-09 20:00:00, 1.135 
MAC000142,2013-01-09 20:30:00, 1.2309999 
MAC000142,2013-01-09 21:00:00, 1.103 
MAC000142,2013-01-09 21:30:00, 1.11 
MAC000142,2013-01-09 22:00:00, 1.137 
MAC000142,2013-01-09 22:30:00, 1.1059999 
MAC000142,2013-01-09 23:00:00, 1.186 
MAC000142,2013-01-09 23:30:00, 0.789 
MAC000142,2013-01-10 00:00:00, 0.72 
MAC000142,2013-01-10 00:30:00, 0.733 
MAC000142,2013-01-10 01:00:00, 0.724 
MAC000142,2013-01-10 01:30:00, 0.575 
MAC000142,2013-01-10 02:00:00, 0.573 
MAC000142,2013-01-10 02:30:00, 0.608 
MAC000142,2013-01-10 03:00:00, 0.639 
MAC000142,2013-01-10 03:30:00, 0.568 
MAC000142,2013-01-10 04:00:00, 0.564 
MAC000142,2013-01-10 04:30:00, 0.51 
MAC000142,2013-01-10 05:00:00, 0.548 
MAC000142,2013-01-10 05:30:00, 0.652 
MAC000142,2013-01-10 06:00:00, 0.573 
MAC000142,2013-01-10 06:30:00, 0.528 
MAC000142,2013-01-10 07:00:00, 0.934 
MAC000142,2013-01-10 07:30:00, 1.3609999 
MAC000142,2013-01-10 08:00:00, 1.041 
MAC000142,2013-01-10 08:30:00, 0.934 
MAC000142,2013-01-10 09:00:00, 0.927 
MAC000142,2013-01-10 09:30:00, 1.552 
MAC000142,2013-01-10 10:00:00, 1.038 
MAC000142,2013-01-10 10:30:00, 1.117 
MAC000142,2013-01-10 11:00:00, 0.956 
MAC000142,2013-01-10 11:30:00, 0.859 
MAC000142,2013-01-10 12:00:00, 0.694 
MAC000142,2013-01-10 12:30:00, 0.631 
MAC000142,2013-01-10 13:00:00, 0.64 
MAC000142,2013-01-10 13:30:00, 1.192 
MAC000142,2013-01-10 14:00:00, 1.569 
MAC000142,2013-01-10 14:30:00, 0.766 
MAC000142,2013-01-10 15:00:00, 0.865 
MAC000142,2013-01-10 15:30:00, 0.883 
MAC000142,2013-01-10 16:00:00, 0.865 
MAC000142,2013-01-10 16:30:00, 0.888 
MAC000142,2013-01-10 17:00:00, 0.866 
MAC000142,2013-01-10 17:30:00, 0.831 
MAC000142,2013-01-10 18:00:00, 0.862 
MAC000142,2013-01-10 18:30:00, 0.881 
MAC000142,2013-01-10 19:00:00, 1.216 
MAC000142,2013-01-10 19:30:00, 1.1339999 
MAC000142,2013-01-10 20:00:00, 1.082 
MAC000142,2013-01-10 20:30:00, 1.117 
MAC000142,2013-01-10 21:00:00, 1.1440001 
MAC000142,2013-01-10 21:30:00, 1.494 
MAC000142,2013-01-10 22:00:00, 1.237 
MAC000142,2013-01-10 22:30:00, 1.028 
MAC000142,2013-01-10 23:00:00, 0.963 
MAC000142,2013-01-10 23:30:00, 0.887 
MAC000142,2013-01-11 00:00:00, 0.71 
MAC000142,2013-01-11 00:30:00, 0.695 
MAC000142,2013-01-11 01:00:00, 0.68 
MAC000142,2013-01-11 01:30:00, 0.555 
MAC000142,2013-01-11 02:00:00, 0.546 
MAC000142,2013-01-11 02:30:00, 0.562 
MAC000142,2013-01-11 03:00:00, 0.562 
MAC000142,2013-01-11 03:30:00, 0.499 
MAC000142,2013-01-11 04:00:00, 0.618 
MAC000142,2013-01-11 04:30:00, 0.564 
MAC000142,2013-01-11 05:00:00, 0.579 
MAC000142,2013-01-11 05:30:00, 0.52 
MAC000142,2013-01-11 06:00:00, 0.525 
MAC000142,2013-01-11 06:30:00, 0.609 
MAC000142,2013-01-11 07:00:00, 1.785 
MAC000142,2013-01-11 07:30:00, 2.4449999 
MAC000142,2013-01-11 08:00:00, 0.982 
MAC000142,2013-01-11 08:30:00, 0.862 
MAC000142,2013-01-11 09:00:00, 1.885 
MAC000142,2013-01-11 09:30:00, 1.391 
MAC000142,2013-01-11 10:00:00, 0.8 
MAC000142,2013-01-11 10:30:00, 0.814 
MAC000142,2013-01-11 11:00:00, 0.823 
MAC000142,2013-01-11 11:30:00, 0.862 
MAC000142,2013-01-11 12:00:00, 0.839 
MAC000142,2013-01-11 12:30:00, 0.823 
MAC000142,2013-01-11 13:00:00, 0.907 
MAC000142,2013-01-11 13:30:00, 0.748 
MAC000142,2013-01-11 14:00:00, 0.7 
MAC000142,2013-01-11 14:30:00, 0.71 
MAC000142,2013-01-11 15:00:00, 0.72 
MAC000142,2013-01-11 15:30:00, 0.7 
MAC000142,2013-01-11 16:00:00, 0.696 
MAC000142,2013-01-11 16:30:00, 0.7 
MAC000142,2013-01-11 17:00:00, 1.182 
MAC000142,2013-01-11 17:30:00, 1.022 
MAC000142,2013-01-11 18:00:00, 1.255 
MAC000142,2013-01-11 18:30:00, 1.188 
MAC000142,2013-01-11 19:00:00, 1.2079999 
MAC000142,2013-01-11 19:30:00, 1.275 
MAC000142,2013-01-11 20:00:00, 1.117 
MAC000142,2013-01-11 20:30:00, 1.229 
MAC000142,2013-01-11 21:00:00, 0.934 
MAC000142,2013-01-11 21:30:00, 1.057 
MAC000142,2013-01-11 22:00:00, 1.0319999 
MAC000142,2013-01-11 22:30:00, 1.117 
MAC000142,2013-01-11 23:00:00, 1.233 
MAC000142,2013-01-11 23:30:00, 0.878 
MAC000142,2013-01-12 00:00:00, 0.728 
MAC000142,2013-01-12 00:30:00, 0.746 
MAC000142,2013-01-12 01:00:00, 0.464 
MAC000142,2013-01-12 01:30:00, 0.677 
MAC000142,2013-01-12 02:00:00, 0.621 
MAC000142,2013-01-12 02:30:00, 0.535 
MAC000142,2013-01-12 03:00:00, 0.59 
MAC000142,2013-01-12 03:30:00, 0.507 
MAC000142,2013-01-12 04:00:00, 0.29 
MAC000142,2013-01-12 04:30:00, 0.527 
MAC000142,2013-01-12 05:00:00, 0.563 
MAC000142,2013-01-12 05:30:00, 0.574 
MAC000142,2013-01-12 06:00:00, 0.581 
MAC000142,2013-01-12 06:30:00, 0.376 
MAC000142,2013-01-12 07:00:00, 0.325 
MAC000142,2013-01-12 07:30:00, 0.315 
MAC000142,2013-01-12 08:00:00, 0.46 
MAC000142,2013-01-12 08:30:00, 0.564 
MAC000142,2013-01-12 09:00:00, 0.512 
MAC000142,2013-01-12 09:30:00, 0.522 
MAC000142,2013-01-12 10:00:00, 0.622 
MAC000142,2013-01-12 10:30:00, 0.572 
MAC000142,2013-01-12 11:00:00, 0.746 
MAC000142,2013-01-12 11:30:00, 1.0319999 
MAC000142,2013-01-12 12:00:00, 2.2379999 
MAC000142,2013-01-12 12:30:00, 0.944 
MAC000142,2013-01-12 13:00:00, 0.972 
